id,date,start_time,end_time,progress,duration,lab,country,userlanguage,minimal_group,dg_min_in_self,dg_min_out_self,dg_min_in_out,dg_nat_in_self,dg_nat_out_self,dg_nat_in_out,dg_fam_in_self,dg_fam_out_self,dg_fam_in_out,dg_min_bias_first,dg_min_bias_third,dg_nat_bias_first,dg_nat_bias_third,dg_fam_bias_first,dg_fam_bias_third,att_min_in,att_min_out,att_min_bias,att_nat_in,att_nat_out,att_nat_bias,att_fam_in,att_fam_out,att_fam_bias,self_esteem,trust_in,trust_out,trust_in_out,trust_institution,horizontal_individualism,vertical_collectivism,permeability,family_tie_importance,family_tie_parental_duties,family_tie_respect_parents,family_tie_sum,embeddedness,attention_general_1,attention_minimal,attention_general_2,pass_attention_general_1,pass_attention_minimal,pass_attention_general_2,pass_attention_total,interpersonaltrust_1,interpersonaltrust_2,interpersonaltrust_3,interpersonaltrust_4,interpersonaltrust_5,interpersonaltrust_6,institutiontrust_1,institutiontrust_2,institutiontrust_3,familytie1,familytie2,familytie3_1,familytie3_2,familytie3_3,familytie3_4,col_ind_1,col_ind_2,col_ind_3,col_ind_4,col_ind_5,col_ind_6,col_ind_7,col_ind_8,col_ind_9,col_ind_10,col_ind_11,col_ind_12,col_ind_13,col_ind_14,gender,age,political_affiliation,political_orientation,income_when16,work_situation,education,marital_status,num_children,num_siblings,num_cousins,residence_wparents,size_of_residence,freq_moving,region_childhood,region_current,comment,mgp_familiarity,mgp_followup,trade_off_1,trade_off_2,trade_off_3,trade_off_4,trade_off_5,trade_off_6,trade_off_7,trade_off_8,trade_off_9,currency,conversionrate,dvorder,mingroup,ingroupletter,outgroupletter,role,gamepayoff,totalmoney
p133,2022-04-04,03:38:15,03:45:42,100,446,01,GBR,EN-GB,M,20,20,20,10,10,10,10,10,10,0,20,0,10,0,10,4,4,0,4.5,5,-0.5,5,5,0,6,3,2.6666666666666665,0.3333333333333335,2,6.666666666666667,4.25,-2.416666666666667,3,1,2,6,5,Somewhat Disagree,M,18,1,1,1,3,3,3,3,2,3,3,2,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Rather important,Not at all important,Not very important,6,3,5,6,6,6,7,7,3,7,7,2,2,7,Male,35-44,Labour,Somewhat liberal,Average,Employed (full-time),Post-graduate degree,In a relationship (but currently unmarried),0,1,3,No,"Up to 2,000 inhabitants",I moved 6-10 times,Dorset and Somerset,Dorset and Somerset,NA,No,NA,2,2,3,3,1,2,4,2,4,£,0.067,attfirst,secondletter,M,K,allocator,20,1.34
p134,2022-04-04,03:35:50,03:45:53,100,602,01,GBR,EN-GB,H,10,10,10,10,10,10,10,20,10,0,10,0,10,10,10,3.5,3,0.5,5.25,4.25,1,5,3.5,1.5,3,3,2,1,3,6,3.25,-2.75,2,2,1,5,5,Somewhat Disagree,H,18,1,1,1,3,3,3,3,2,2,2,3,3,3,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Not very important,Rather important,Not at all important,Rather important,5,2,4,7,5,6,4,6,6,6,6,3,6,7,Male,55-64,Conservative,Conservative,Above average,Employed (full-time),Some college / university,In a relationship (but currently unmarried),1,0,3,No,"2,000 to 10,000 inhabitants",I moved once or twice,North Eastern Scotland,North Eastern Scotland,NA,No,NA,1,3,4,3,1,3,3,1,5,£,0.067,attfirst,firstletter,H,J,recipient,10,0.67
p135,2022-04-04,03:37:11,03:45:56,100,524,01,GBR,EN-GB,J,10,15,15,10,10,10,10,20,15,5,15,0,10,10,15,4.75,4.25,0.5,5,5,0,6,4.75,1.25,6,3.6666666666666665,3,0.6666666666666665,2.6666666666666665,8,4.75,-3.25,4,2,2,8,9,Somewhat Disagree,H,18,1,0,1,2,4,3,4,3,3,3,3,3,2,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not very important,Rather important,3,4,5,7,7,8,6,8,8,7,8,4,3,7,Male,35-44,Labour,A little liberal,Average,Employed (full-time),Completed high school,In a relationship (but currently unmarried),1,2,5,No,"Up to 2,000 inhabitants",I moved once or twice,Kent,Kent,NA,No,NA,2,3,3,3,3,3,3,2,3,£,0.067,attfirst,secondletter,J,H,allocator,10,0.67
p136,2022-04-04,03:26:26,03:46:06,100,1179,01,GBR,EN-GB,M,19,20,19,20,20,10,20,20,20,1,19,0,10,0,20,4.75,3,1.75,3.25,3.5,-0.25,3.25,3.25,0,1,2.6666666666666665,2.3333333333333335,0.33333333333333304,2,4,5.25,1.25,4,1,2,7,13,Somewhat Disagree,M,18,1,1,1,3,3,2,3,2,3,2,2,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not at all important,Rather important,7,5,7,5,3,3,5,6,5,3,3,4,3,4,Female,25-34,Conservative,A little conservative,Below average,Unemployed,Completed high school,In a relationship (but currently unmarried),0,1,11,No,"More than 100,000 inhabitants",I moved 6-10 times,"Leicestershire, Rutland and Northamptonshire","Leicestershire, Rutland and Northamptonshire",NA,No,NA,1,3,5,1,1,5,1,1,5,£,0.067,attfirst,secondletter,M,K,allocator,20,1.34
p137,2022-04-04,03:33:33,03:46:12,100,759,01,GBR,EN-GB,J,12,15,10,12,15,10,12,17,15,3,10,3,10,5,15,5,3.75,1.25,6.25,5.75,0.5,6.25,4.25,2,4,4,3.3333333333333335,0.6666666666666665,2,7.333333333333333,4.25,-3.083333333333333,4,2,2,8,10,Strongly Disagree,J,18,0,1,1,2,4,4,4,3,4,3,2,2,2,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Rather important,7,2,6,3,8,8,7,6,3,8,8,2,3,8,Male,25-34,Labour,Somewhat liberal,Far below average,Employed (full-time),Completed college / university,In a relationship (but currently unmarried),0,1,8,No,"More than 500,000 inhabitants",I moved 3-5 times,South Yorkshire,South Yorkshire,I think the study was about views towards people different from ourselves and our willingness to help them.,No,NA,1,2,4,2,1,2,4,1,5,£,0.067,allofirst,secondletter,J,H,allocator,12,0.804
p138,2022-04-04,03:31:32,03:46:28,100,896,01,GBR,EN-GB,L,10,10,10,10,10,10,10,15,15,0,10,0,10,5,15,3.25,3.75,-0.5,5.75,5.75,0,6,5,1,5,3.6666666666666665,3.6666666666666665,0,3.3333333333333335,4.666666666666667,4,-0.666666666666667,4,2,2,8,7,Somewhat Disagree,L,18,1,1,1,3,4,3,4,3,4,4,4,4,2,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not at all important,Rather important,6,3,5,4,7,2,4,6,3,6,6,4,4,6,Male,55-64,Labour,Somewhat liberal,Above average,Pensioned/Retired,Completed college / university,Married,0,2,4,No,"10,000 to 100,000 inhabitants",I moved once or twice,Derbyshire and Nottinghamshire,Derbyshire and Nottinghamshire,Trust with differing groups of people,No,NA,2,2,3,3,1,2,2,1,5,£,0.067,allofirst,firstletter,L,N,recipient,10,0.67
p139,2022-04-04,03:39:06,03:46:41,100,455,01,GBR,EN-GB,P,10,10,10,10,10,10,10,10,12,0,10,0,10,0,12,4.5,4.5,0,4.5,4.5,0,6,4.75,1.25,2,3.6666666666666665,3,0.6666666666666665,2,7.333333333333333,4.75,-2.583333333333333,4,1,2,7,4,Somewhat Disagree,P,18,1,1,1,3,4,3,4,3,3,3,2,3,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Rather important,3,3,6,5,6,7,7,8,5,6,7,3,4,8,Male,25-34,No affiliation,Somewhat liberal,Above average,Employed (part-time),Completed college / university,Single (never married),0,1,2,No,"10,000 to 100,000 inhabitants",I moved 3-5 times,East Wales,East Wales,NA,No,NA,1,1,3,3,1,1,5,2,5,£,0.067,allofirst,firstletter,P,S,recipient,10,0.67
p140,2022-04-04,03:35:31,03:46:48,100,676,01,GBR,EN-GB,J,10,10,10,10,10,10,10,10,10,0,10,0,10,0,10,4.25,4.25,0,5.5,4.5,1,5.75,5,0.75,5,3.3333333333333335,2.3333333333333335,1,3.3333333333333335,5.333333333333333,4.5,-0.833333333333333,4,2,2,8,10,Somewhat Disagree,J,18,1,1,1,3,4,3,3,2,2,3,3,4,3,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not very important,Not very important,5,4,5,6,6,5,3,6,6,6,5,6,7,7,Male,55-64,Conservative,A little conservative,Average,Employed (full-time),Post-graduate degree,Married,2,2,4,Yes,"Up to 2,000 inhabitants",I didn't move,"Herefordshire, Worcestershire and Warwickshire","Herefordshire, Worcestershire and Warwickshire",None at this time,No,NA,1,3,3,3,3,4,2,2,5,£,0.067,attfirst,secondletter,J,H,allocator,10,0.67
p141,2022-04-04,03:26:01,03:47:12,100,1271,01,GBR,EN-GB,N,12,12,10,12,12,10,12,12,12,0,10,0,10,0,12,4.5,4.5,0,5,5,0,5.5,5,0.5,5,3,3,0,2,8,6.25,-1.75,4,1,2,7,6,Somewhat Disagree,N,18,1,1,1,3,4,2,3,3,3,3,2,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not very important,Not very important,7,6,6,8,8,8,7,8,7,7,8,6,4,8,Female,45-54,Other party,Somewhat liberal,Above average,Employed (part-time),Completed college / university,Single (never married),1,1,3,No,"10,000 to 100,000 inhabitants",I moved once or twice,"Surrey, East and West Sussex","Surrey, East and West Sussex",Bias,No,NA,2,4,4,2,2,4,2,1,5,£,0.067,attfirst,secondletter,N,L,allocator,12,0.804
p142,2022-04-04,03:32:13,03:47:13,100,900,01,GBR,EN-GB,L,12,12,10,12,12,12,15,12,10,0,10,0,12,-3,10,5,5,0,5,4.25,0.75,5,3.5,1.5,3,3,2.3333333333333335,0.6666666666666665,2.6666666666666665,7,5.5,-1.5,3,2,2,7,13,Somewhat Disagree,L,18,1,1,1,3,3,3,3,2,3,2,3,3,2,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Rather important,Not very important,Not very important,6,6,4,6,6,6,7,8,6,6,7,5,5,6,Male,35-44,Conservative,A little liberal,Average,Employed (full-time),Some high school,Single (never married),0,2,10,No,"10,000 to 100,000 inhabitants",I didn't move,"Surrey, East and West Sussex","Surrey, East and West Sussex",Not a clue,No,NA,2,3,4,3,2,3,4,2,4,£,0.067,attfirst,firstletter,L,N,recipient,10,0.67
p143,2022-04-04,03:34:51,03:47:37,100,765,01,GBR,EN-GB,M,10,15,15,10,15,10,10,15,15,5,15,5,10,5,15,5.25,4,1.25,4.75,4,0.75,4.5,3.75,0.75,6,3,3,0,2.6666666666666665,6.666666666666667,6.25,-0.41666666666666696,4,2,2,8,5,Somewhat Disagree,M,18,1,1,1,3,3,3,3,3,3,3,3,3,2,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not very important,Rather important,8,7,5,7,8,7,8,5,6,7,8,5,5,8,Male,65-74,Conservative,A little conservative,Below average,Employed (full-time),Completed college / university,Married,1,1,2,No,"Up to 2,000 inhabitants",I moved 3-5 times,West Wales and The Valleys,West Wales and The Valleys,"VERY INTERESTING, THANKS.",No,NA,2,3,3,2,2,4,3,2,4,£,0.067,attfirst,secondletter,M,K,allocator,15,1.005
p144,2022-04-04,03:39:00,03:47:47,100,526,01,GBR,EN-GB,L,15,15,10,15,12,12,15,15,10,0,10,-3,12,0,10,4.25,4.25,0,5.5,4.75,0.75,6,5,1,6,3.3333333333333335,2.3333333333333335,1,3,5.333333333333333,3,-2.333333333333333,3,1,2,6,4,Somewhat Disagree,L,18,1,1,1,3,4,3,3,2,2,3,3,3,3,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Not very important,Not at all important,Not very important,4,1,3,5,7,3,6,6,6,4,7,2,6,8,Male,45-54,Other party,Somewhat liberal,Below average,Employed (full-time),Completed college / university,Married,0,3,0,No,"More than 500,000 inhabitants",I didn't move,"Surrey, East and West Sussex","Surrey, East and West Sussex",NA,No,NA,1,4,3,4,2,3,3,2,4,£,0.067,allofirst,firstletter,L,N,recipient,10,0.67
p145,2022-04-04,03:39:16,03:48:00,100,523,01,GBR,EN-GB,L,13,18,15,15,18,13,18,18,10,5,15,3,13,0,10,5.5,3.25,2.25,5.75,5.5,0.25,3.75,3.5,0.25,3,3,2.3333333333333335,0.6666666666666665,2,5.666666666666667,2.75,-2.916666666666667,3,1,2,6,7,Somewhat Disagree,L,18,1,1,1,3,4,2,3,2,3,2,2,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Rather important,Not at all important,Not very important,7,2,2,1,6,2,5,7,8,5,8,2,4,6,Male,45-54,Labour,A little liberal,Below average,Unemployed,Some college / university,Single (never married),0,1,4,Yes,"More than 100,000 inhabitants",I didn't move,Lancashire,Lancashire,See if attitudes towards strangers and family are different?,No,NA,1,2,1,2,1,3,3,1,5,£,0.067,attfirst,firstletter,L,N,recipient,10,0.67
p146,2022-04-04,03:38:00,03:48:38,100,637,01,GBR,EN-GB,M,20,20,20,20,20,10,20,20,20,0,20,0,10,0,20,4,4,0,5,5,0,5,5,0,6,3,2.6666666666666665,0.3333333333333335,2,7,4,-3,3,1,2,6,12,Somewhat Disagree,M,18,1,1,1,3,3,3,3,2,3,3,3,2,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Rather important,Not at all important,Rather important,7,3,3,7,7,7,5,7,7,6,7,5,6,6,Male,25-34,Labour,A little liberal,Average,Employed (full-time),Completed college / university,In a relationship (but currently unmarried),0,2,8,Yes,"2,000 to 10,000 inhabitants",I moved 3-5 times,Lincolnshire,Lincolnshire,Feelings towards people of different groups. My mentality was more selfish and hope that the random assigner picks our groups allocation. It's a classic split/steal problem,No,NA,2,2,3,2,2,2,3,2,4,£,0.067,allofirst,secondletter,M,K,allocator,20,1.34
p147,2022-04-04,03:40:47,03:48:47,100,480,01,GBR,EN-GB,K,10,10,10,10,10,10,10,10,10,0,10,0,10,0,10,4.5,4,0.5,5.25,5.25,0,6.25,6.75,-0.5,3,3.6666666666666665,3,0.6666666666666665,2.3333333333333335,6.333333333333333,3.75,-2.583333333333333,3,1,1,5,6,Somewhat Disagree,K,18,1,1,1,3,4,3,4,3,3,3,2,3,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Rather important,Very important,Not at all important,Rather important,8,3,5,1,4,6,4,6,4,5,7,3,1,6,Male,18-24,Other party,Very liberal,Above average,Employed (full-time),Completed college / university,Single (never married),0,1,4,No,"2,000 to 10,000 inhabitants",I moved 3-5 times,Tees Valley and Durham,Tees Valley and Durham,NA,No,NA,2,1,3,2,1,2,4,2,5,£,0.067,attfirst,firstletter,K,M,allocator,10,0.67
p148,2022-04-04,03:34:15,03:48:56,100,881,01,GBR,EN-GB,P,10,10,10,10,10,10,10,10,10,0,10,0,10,0,10,4,4,0,4.75,5.5,-0.75,5.75,4.75,1,4,3.6666666666666665,3,0.6666666666666665,2.6666666666666665,6.333333333333333,5.75,-0.583333333333333,4,1,2,7,11,Somewhat Disagree,P,18,1,1,1,3,4,3,4,3,3,3,4,3,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Very important,7,6,5,6,9,7,5,6,6,9,6,7,5,9,Male,35-44,Labour,Moderate,Below average,Employed (full-time),Completed high school,In a relationship (but currently unmarried),3,1,6,No,"2,000 to 10,000 inhabitants",I moved 3-5 times,South Yorkshire,South Yorkshire,How people treat different groups of people in society,No,NA,1,1,5,1,1,1,5,1,5,£,0.067,allofirst,firstletter,P,S,allocator,10,0.67
p149,2022-04-04,03:36:14,03:49:02,100,768,01,GBR,EN-GB,P,20,20,12,20,20,10,20,20,16,0,12,0,10,0,16,4.75,4.25,0.5,4.75,5,-0.25,7,4.5,2.5,2,3.3333333333333335,2.3333333333333335,1,2.6666666666666665,8.333333333333334,4.25,-4.083333333333334,4,2,2,8,9,Somewhat Disagree,P,18,1,1,1,3,4,3,3,1,3,3,3,3,2,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not very important,Very important,5,2,5,9,9,9,9,7,9,9,9,1,9,7,Male,18-24,Labour,A little liberal,Average,Student,Completed college / university,Single (never married),0,1,7,No,"10,000 to 100,000 inhabitants",I moved once or twice,Cheshire,Cheshire,Decisions based on associations with a particular group of interest versus people who you do not identify with.,No,NA,1,3,3,3,1,2,3,2,5,£,0.067,allofirst,firstletter,P,S,recipient,10,0.67
p150,2022-04-04,03:34:19,03:49:12,100,892,01,GBR,EN-GB,P,15,15,15,14,16,15,13,15,13,0,15,2,15,2,13,4.5,3.5,1,6.5,3.75,2.75,5.25,5,0.25,1,3.3333333333333335,1.6666666666666667,1.6666666666666667,2,6,4.25,-1.75,3,2,1,6,9,Somewhat Disagree,P,18,1,1,1,3,4,3,3,2,1,2,2,2,2,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Rather important,Rather important,Not at all important,Not very important,3,2,4,6,5,5,9,7,5,3,6,2,7,7,Male,25-34,Labour,Somewhat liberal,Below average,Unemployed,Some college / university,Single (never married),0,3,4,Yes,"More than 500,000 inhabitants",I didn't move,West Midlands,West Midlands,NA,No,NA,1,4,2,4,1,4,3,1,5,£,0.067,attfirst,firstletter,P,S,allocator,15,1.005
p151,2022-04-04,03:42:17,03:49:18,100,421,01,GBR,EN-GB,L,0,10,10,10,10,20,10,20,10,10,10,0,20,10,10,5.75,6,-0.25,6,5.25,0.75,5,2.25,2.75,3,2.6666666666666665,2.6666666666666665,0,3,7,5.25,-1.75,4,2,2,8,1,Somewhat Disagree,L,18,1,1,1,3,3,2,3,3,3,2,3,2,4,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Rather important,Rather important,7,8,3,7,6,8,4,7,7,9,6,6,3,7,Male,25-34,Labour,Moderate,Average,Employed (part-time),Completed high school,In a relationship (but currently unmarried),0,0,0,No,"More than 100,000 inhabitants",I moved once or twice,Essex,Essex,NA,No,NA,2,3,4,3,4,3,2,2,4,£,0.067,attfirst,firstletter,L,N,recipient,10,0.67
p152,2022-04-04,03:41:52,03:49:29,100,456,01,GBR,EN-GB,N,20,20,10,20,20,10,20,20,20,0,10,0,10,0,20,4.25,4.25,0,4.75,4.5,0.25,5.25,5,0.25,5,3,3,0,2,7,5.75,-1.25,4,1,2,7,6,Somewhat Disagree,L,18,1,0,1,2,3,3,3,3,3,3,2,3,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Very important,Rather important,7,8,6,7,8,6,5,8,6,6,7,4,6,7,Male,35-44,No affiliation,A little conservative,Below average,Employed (full-time),Post-graduate degree,Married,2,1,2,No,"10,000 to 100,000 inhabitants",I moved 3-5 times,Bedfordshire and Hertfordshire,Bedfordshire and Hertfordshire,NA,No,NA,2,4,2,4,1,2,3,2,4,£,0.067,allofirst,secondletter,N,L,allocator,20,1.34
p153,2022-04-04,03:36:03,03:49:30,100,806,01,GBR,EN-GB,L,12,18,18,12,18,12,12,18,16,6,18,6,12,6,16,6.25,4.25,2,5.75,4.5,1.25,5.5,5,0.5,5,3.3333333333333335,3,0.3333333333333335,3,4.666666666666667,6.25,1.583333333333333,4,2,2,8,6,Somewhat Disagree,L,18,1,1,1,3,4,3,3,3,3,3,3,3,3,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not very important,Rather important,7,6,7,6,5,4,6,5,6,6,5,6,5,7,Male,75 or above,Conservative,A little conservative,Below average,Pensioned/Retired,Some high school,Married,3,0,2,No,"Up to 2,000 inhabitants",I didn't move,East Anglia,East Anglia,Group attitudes,No,NA,2,2,3,3,3,4,2,2,3,£,0.067,attfirst,firstletter,L,N,recipient,10,0.67
